Type,Author,Year,Title,DOI,Abstract,Language,Decision
Journal Article,G. J. Moore-Higgs,2006.0,Radiation Options for Early Stage Breast Cancer,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed10&AN=44692425","Objective: To explore the current radiation therapy options for early stage breast cancer. Data Sources: Research literature and review articles. Conclusion: With 20 years of clinical data supporting the efficacy of whole breast radiotherapy after lumpectomy for early stage breast cancer, the attention has shifted to an even more conservative approach, namely partial breast irradiation following lumpectomy. A number of large clinical trials in North America and Europe are currently enrolling patients for the evaluation of several different techniques, including interstitial brachytherapy, the Mammosite device, 3-dimensional conformal external radiation therapy, and intraoperative radiotherapy. Implications for Nursing Practice: Radiation oncology nurses can significantly impact the coordination of services and the education of patients who enroll in these important clinical trials. © 2006 Elsevier Inc. All rights reserved.",,0
Journal Article,M. S. Moran; P. T. Truong,2014.0,Intraoperative accelerated partial breast irradiation: caution still warranted,10.1016/j.ijrobp.2014.01.034,,eng,0
Journal Article,D. A. Morgan; T. Bates; S. W. Duffy; S. E. Pinder,2014.0,Addendum to BASOII Trial report,10.1016/j.ejca.2014.05.023,,eng,0
Journal Article,D. A. L. Morgan; J. S. Vaidya,2014.0,Perspectives in breast cancer treatment: APBI and breast-conserving surgery: In regard to Moran et al and Smith et al,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed16&AN=600275338",,,0
Journal Article,G. W. Morgan,1998.0,"A synopsis of radiation oncology in Australia, with particular reference to New South Wales",", ","The specialty of radiation oncology had its beginning in Australia in 1896 following the discovery of X-rays by Roentgen. The new technology was eagerly embraced and the use of X-rays and radium for the treatment of cancer, even in the early 1900s, produced results which, although far from satisfactory by today's standards, resulted in cure and palliation of more superficial tumours. In the era immediately prior to World War II the specialty was regarded as having only a limited role to play in cancer management. The introduction of cobalt-60 units and linear accelerators in the 1950s allowed for treatment of deep-seated tumours without the skin, bone and other complications of orthovoltage machines (deep X-rays). But the introduction of radiotherapy treatment into cancer care was blocked by other specialties anxious to preserve their own 'turf and by medical administrators who believed the counter-claims that either cancer was incurable or 'the cure for cancer was just around the comer' and it was therefore foolish to waste money on an expensive technology that had a limited future. With further developments in technology, modern radiotherapy is now a highly sophisticated treatment using sharply focused and deeply penetrating X-rays and electron beams. Specialized treatments, such as automated afterloading brachytherapy, total body irradiation, stereotactic radiosurgery and computerized 3-D planning to improve dose distribution, are now widely available. The outcomes of cancer patients with radiotherapy have also improved considerably and organ preservation (e.g. in breast and larynx cancer) has resulted in improved quality of life. However, the specialty has only recently begun to expand in specialist numbers and profile. This is partly due to the lack of undergraduate training in cancer in general and radiotherapy in particular and also because understaffing has meant that radiation oncologists have occupied a purely service role (in the basement with their machines) rather than being an active part of the treatment 'team'. As a consequence radiation oncology has not been projected as an important component in cancer management and as a challenging and fulfilling career option to medical students and new graduates. The failure to act on the (repeated) recommendations of the 42 reports, inquiries, etc. into radiation oncology in Australia since 1982 (in addition to many more at local level) would suggest that the 'message' has yet to be accepted by Health Departments and health administrators. As a result there has been a totally uncoordinated approach to provision of radiation oncology services. The restriction of services and specialist numbers and training posts has led to radiotherapy being underutilized and undervalued in the treatment of cancer, ultimately to the detriment of cancer patients.",eng,0
Journal Article,V. Morillo Macias; C. Ferrer Albiach; A. Bouche Babiloni; A. Santos Serra; E. Boldo; R. Lozoya; R. Garcia,2013.0,Intra-operative radiotherapy with electrons (IOERT) and surgery in recurrence and primary tumors,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed15&AN=71146931","Introduction. IOERT is a therapeutic variety of selective overimpression on tumoral volumes or area at relapse risk. That allows to protect the adjacent healthy tissues. AIMS Assessment of toxicity and survival of IOERT in exclusive treatment or overimpression of primary tumors and relapse. Materials and methods. Retrospective study carried out between February 2008 and January 2013 in 67 patients who were administered IOERT as part of multidisciplinay treatment. 61.2% were women and 38.8% men. The median age was 65 years (range 31-91). The classification according to the localization was: 32.8% breast, 38.8% colon-rectal, limb 13.5%, gynaecological 3% and pancreas 4.5%. 56.7% were administered RIO as primary treatment, 7 as overimpression (9 Gy) and 13 as exclusive (21 Gy). 83.6% showed R0 after surgery. The most frequently applicator was 6cm (34.4%) and the electron energy 4-15MeV. The dose varies according to the intention (9-21 Gy) and the surgical margin. 25.4% were administered later external radiotherapy as adjuvant treatment (median 44 Gy). Result. With a follow up of 60 month, the current overall survival is 77.6%. The disease free survival (DFS) and metastasis (DFM) is 80.6% and 85.1% respectively. The current local control is 91% with a trend towards significance between primary and relapse (p = 0.074). Of the patients with relapse after treatment, 60% received chemotherapy with progression criteria in 60%. Five of those patients (50%) died due to surgical complications. The maximum acute toxicity was GIII: dermatitis 1.5%, genitourinary 4.5% and moderate limitation in mobility was 3%. Two patients presented neuropathic pain GIII with improvement one month after treatment end. No later complications have been assessed because of the short monitoring period. Conclusions. The use of IOERT, either as a relapse or primary treatment provides an increase in the local control. It minimizes the duration and toxicity of treatment.",,0
Journal Article,J. Mortimer; I. Kunkler; V. Webber,2013.0,Conference scene: Highlights from the San Antonio breast cancer symposium 2012,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed15&AN=368460764","At the San Antonio Breast Cancer Symposium 2012, long-term follow-up data from large clinical trials support a change in practice for the use of sentinel node mapping after neoadjuvant therapy and the safety and efficacy of hypofractionated radiation therapy. The duration of adjuvant therapy was further defined, with advantages reported with the extended use of adjuvant tamoxifen for 10 years and for 12 months of adjuvant trastuzumab. © 2013 Future Medicine Ltd.",,0
Journal Article,D. Morton; M. Hilts; D. Batchelar; J. Crook,2016.0,Seed Placement in Permanent Breast Seed Implant Brachytherapy: Are Concerns Over Accuracy Valid?,10.1016/j.ijrobp.2016.01.049,"PURPOSE: To evaluate seed placement accuracy in permanent breast seed implant brachytherapy (PBSI), to identify any systematic errors and evaluate their effect on dosimetry. METHODS AND MATERIALS: Treatment plans and postimplant computed tomography scans for 20 PBSI patients were spatially registered and used to evaluate differences between planned and implanted seed positions, termed seed displacements. For each patient, the mean total and directional seed displacements were determined in both standard room coordinates and in needle coordinates relative to needle insertion angle. Seeds were labeled according to their proximity to the anatomy within the breast, to evaluate the influence of anatomic regions on seed placement. Dosimetry within an evaluative target volume (seroma + 5 mm), skin, breast, and ribs was evaluated to determine the impact of seed placement on the treatment. RESULTS: The overall mean (+/-SD) difference between implanted and planned positions was 9 +/- 5 mm for the aggregate seed population. No significant systematic directional displacements were observed for this whole population. However, for individual patients, systematic displacements were observed, implying that intrapatient offsets occur during the procedure. Mean displacements for seeds in the different anatomic areas were not found to be significantly different from the mean for the entire seed population. However, small directional trends were observed within the anatomy, potentially indicating some bias in the delivery. Despite observed differences between the planned and implanted seed positions, the median (range) V90 for the 20 patients was 97% (66%-100%), and acceptable dosimetry was achieved for critical structures. CONCLUSIONS: No significant trends or systematic errors were observed in the placement of seeds in PBSI, including seeds implanted directly into the seroma. Recorded seed displacements may be related to intrapatient setup adjustments. Despite observed seed displacements, acceptable postimplant dosimetry was achieved.",eng,0
Journal Article,E. C. Moser; C. Vrieling,2012.0,"Accelerated partial breast irradiation: The need for well-defined patient selection criteria, improved volume definitions, close follow-up and discussion of salvage treatment",", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed14&AN=52287741","Breast-conserving therapy, including whole breast irradiation, has become a well-established alternative to mastectomy in early-stage breast cancer patients, with similar survival rates and better cosmetic outcome. However, many women are still treated with mastectomy, due to logistical issues related to the long course of radiotherapy (RT). To reduce mastectomy rates and/or omission of RT after breast-conserving surgery, shorter, hypofractionated RT treatments have been introduced. More recently, the necessity of routinely treating the entire breast in all patients has been questioned, leading to the development of partial breast radiotherapy. With accelerated partial breast irradiation (APBI) these two approaches have been combined: the tumor bed with a 1-2 cm margin is irradiated either intra-operatively (single fraction) or postoperatively over 5-15 days. Different techniques have been developed, including interstitial brachytherapy, intra-cavity brachytherapy, intra-operative radiotherapy and external beam radiotherapy. These techniques are being evaluated in several ongoing phase III studies. Since its introduction, APBI has been the subject of continuous debate. ASTRO and GEC-ESTRO have published guidelines for patient selection for APBI, and strongly recommend that APBI be carried out within ongoing clinical trials. Recently, the patient selection criteria for APBI have also been up for debate, following the publication of results from different groups that do/do not confirm a difference in recurrence risk among the ASTRO defined risk groups. This paper reviews the different APBI techniques, current recommendations for patient selection, available clinical data and ongoing clinical trials. A case report is included to illustrate the need for careful follow-up of patients treated with APBI. © 2012 Elsevier Ltd.",,0
Journal Article,K. W. Mouw; J. R. Harris,2012.0,"Irradiation in early-stage breast cancer: Conventional whole-breast, accelerated partial-breast, and accelerated whole-breast strategies compared",", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed14&AN=368463341","Whole-breast irradiation (WBI) following breast-conserving surgery (BCS) has been used for several decades as an alternative to mastectomy in the treatment of localized breast cancer, and it has been shown to decrease rates of local-regional recurrence and improve survival rates compared with BCS alone. WBI is delivered using high-energy external beam radiation and typically consists of approximately 5 weeks of daily treatments to the entire breast, with or without inclusion of a boost"" to the primary site. Accelerated partial-breast irradiation (APBI) and accelerated whole-breast irradiation (AWBI) have been developed as alternatives to conventional WBI for selected patients with early-stage breast cancer. Given its large size and long follow-up, the Canadian trial of AWBI has been widely considered as practice-changing, and additional studies of AWBI are maturing or newly-launched. Use of APBI is based on the observation that the majority of local recurrences occur near the primary tumor site. Because a smaller portion of the breast is irradiated, treatment courses can often be abbreviated, and techniques such as conformal external beam, catheter- or balloon-based brachytherapy, and intra-operative radiation have been developed. Data from early APBI randomized trials and retrospective studies report mixed results. However, given the protracted time to local recurrence and complications following breast-conserving therapy, definitive results from contemporary randomized clinical trials comparing conventional WBI against AWBI or APBI are still limited.""",,0
Journal Article,V. Muller; T. Fehm; S. Kummel; C. Liedtke; B. Rack; G. Steger,2013.0,Impressions from the San Antonio breast cancer symposium december 2012,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed15&AN=604020099",,,0
Report,L. Mundy; T. Merlin,2003.0,Intra-operative radiation therapy: applied to women undergoing breast cancer surgery aimed at reducing tumour recurrence,", http://www.crd.york.ac.uk/CRDWeb/ShowRecord.asp?ID=32006000575",,English,0
Journal Article,A. M. Munhoz; C. M. Aldrighi; E. Montag; E. G. Arruda; J. M. Aldrighi; R. Gemperli; J. R. Filassi; M. C. Ferreira,2013.0,Clinical outcomes following nipple-areola-sparing mastectomy with immediate implant-based breast reconstruction: a 12-year experience with an analysis of patient and breast-related factors for complications,10.1007/s10549-013-2634-7,"Nipple-sparing mastectomy (NSM) is increasingly offered to women for therapeutic and prophylactic indications. Although, clinical series have been described, there are few studies describing risk factors for complications. The objective of this study is to evaluate the incidence of complications in a series of consecutive patients submitted to NSM and differences between clinical risk factors, breast volume, and different incision types. In a cohort-designed study, 158 reconstructed patients (invasive/in situ cancer and high risk for cancer) were stratified into groups based on different types of incision used (hemi-periareolar, double-circle periareolar, and Wise-pattern). They were matched for age, body mass index, associated clinical diseases, smoking, and weight of specimen. Also included were patients treated with adjuvant chemotherapy and postoperative radiotherapy. Mean follow-up was 65.6 months. In 106 (67 %) patients, NSM was performed for breast cancer treatment and in 52 (32.9 %) for cancer prophylaxis. Thirty-nine (24.6 %) patients were submitted to hemi-periareolar technique, 67 (42.4 %) to double-circle periareolar incision, and 52 (33 %) to Wise-pattern incision. The reconstruction was performed with tissue expander and implant-expander. Local recurrence rate was 3.7 % and the incidence of distant metastases was 1.8 %. Obese patients and higher weight of specimen had a higher risk for complications. After adjusting risk factors (BMI, weight of specimen), the complications were higher for patients submitted to hemi-periareolar and Wise-pattern incisions. This follow-up survey demonstrates that NSM facilitates optimal breast reconstruction by preserving the majority of the breast skin. Selected patients can have safe outcomes and therefore this may be a feasible option for breast cancer management. Success depends on coordinated planning with the oncologic surgeon and careful preoperative and intraoperative management. Surgical risk factors include incision type, obesity, and weight of breast specimen.",eng,0
Journal Article,A. M. Munhoz; J. R. Filassi; C. Aldrighi; M. D. Ricci; E. Martella; A. C. De Barros; R. Gemperli; M. C. Ferreira,2007.0,Bilateral reduction mammaplasty for immediate breast conservation surgery reconstruction and intraoperative radiotherapy: A preliminary report,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed11&AN=46214090","Background: Breast conservation surgery and postoperative radiotherapy are widely accepted as the treatment of choice for patients with early breast cancer. Despite its oncologic benefits, the radiotherapy may cause unpredictable outcomes in soft tissues, especially in patients undergoing breast reconstruction. Described recently, intraoperative irradiation (IORT) has been indicated for selected patients as an alternative to radiotherapy with fewer adverse local effects. Clinical use of reduction mammaplasty (RM) techniques in oncologic breast surgery has been described previously. However, no previous studies have mentioned its application after breast conservation surgery and IORT. Methods: The authors used RM to reconstruct a partial breast tissue defect secondary to breast conservation surgery followed by IORT treatment in a 46-year-old patient with an 11-mm invasive ductal carcinoma between the superior internal quadrants of the right breast. Results: Satisfactory breast volume and shape were achieved, and no immediate or late complications were observed. After 2 postoperative years, no evidence of fat necrosis, tumor recurrence, or tissue volume loss was observed. Conclusion: The initial data indicate that RM in the setting of breast conservation surgery reconstruction and IORT is feasible. With appropriate patient selection, respecting indications and limitations, RM has its place among the various reconstructive techniques. Additional studies with larger clinical series and longer follow-up periods are necessary to analyze the precise IORT effects in patients submitted to immediate breast conservation surgery reconstruction. © 2007 Springer Science+Business Media, Inc.",,0
Journal Article,A. M. Munhoz; E. Montag; E. Arruda; C. M. Aldrighi; J. R. Filassi; J. R. Piato; L. C. Prado; J. M. Aldrighi; R. Gemperli; M. C. Ferreira,2009.0,Immediate reconstruction following breast-conserving surgery: management of the positive surgical margins and influence on secondary reconstruction,10.1016/j.breast.2008.10.005,"The efficacy of breast-conserving surgery for the local control of early breast cancer has been repeatedly evidenced. Although immediate reconstruction following breast-conserving surgery has been described, little information is available regarding surgical management in reoperative settings due to positive margins. We studied the influence of intraoperatively assessed and postoperatively controlled surgical margin status on the type of breast-conserving surgery and report our results regarding complications in a reoperative breast reconstruction scenario. All patients were seen by a multidisciplinary team who recommended breast-conserving surgery. According to the breast volume, ptosis and tumor size/location, the patients were also evaluated by a plastic surgeon, who recommended reconstruction with the appropriate technique. Intraoperative assessment of surgical margins was determined by histological examination of frozen sections. The mean follow-up time was 48 months. Two hundred and eighteen patients (88.5%) underwent breast-conserving surgery and immediate reconstruction. Twelve (5.5%) patients had a positive tumor margin after review of the permanent section. All patients underwent re-exploration. In 1.3%, a second reconstructive technique was indicated and in 2.2% a skin-sparing mastectomy with total reconstruction was performed. Our findings support the important role of the intraoperative assessment of surgical margins and its interference in the selection of reconstruction techniques and negative margins; however, it will not guarantee complete excision of the tumor. Success depends on coordinated planning with the oncologic surgeon and careful intraoperative management.",eng,0
Journal Article,A. M. Munhoz; E. Montag; E. G. Arruda; C. Aldrighi; R. Gemperli; J. M. Aldrighi; M. C. Ferreira,2006.0,Superior-medial dermoglandular pedicle reduction mammaplasty for immediate conservative breast surgery reconstruction: technical aspects and outcome,10.1097/01.sap.0000233969.25031.cb,"BACKGROUND: Reduction mammaplasty procedures and especially the superior-medial dermoglandular pedicle (SMDP) technique are frequently used for esthetic objectives; however, few reports have been available regarding its application following conservative breast surgery reconstruction. The purpose of this study is to analyze the feasibility of the technique and describe the surgical planning and its outcome following oncologic surgery. METHODS: Thirty-nine patients underwent immediate bilateral SMDP breast reconstructions. Mean time of follow-up was 20 months. SMDP was indicated to reconstruct inferior breast defects in patients with enough remaining breast tissue. Reconstructed (RB) and opposite (OB) breast complications were evaluated and information on esthetic result and patient satisfaction was collected. RESULTS: Tumors (51.2%) measured 2 cm or less (T1) and 66.6% were located in the lower outer quadrants. Mean change in nipple position was 12.5 cm. Immediate RB complications occurred in 8 patients (20.5%), with skin necrosis in 3 (7.6%), infection in 2 (5.1%), dehiscence in 2 (5.1%), and partial areola necrosis in 1 (2.5%) patient. Late complications were observed in 7.6%. All late complications were observed after adjuvant radiotherapy. The cosmetic result was considered to be good or very good in 84.6%, and the majority of patients were either very satisfied or satisfied. All complications were treated by conservative approach. CONCLUSION: SMDP is a reliable technique and should be given primary consideration in cases of lower quadrant reconstruction. The success of the procedure depends on patient selection, coordinated planning, and careful intraoperative management.",eng,0
Journal Article,A. M. Munhoz; E. Montag; E. G. Arruda; C. Aldrighi; R. Gemperli; J. M. Aldrighi; M. C. Ferreira,2006.0,The role of the lateral thoracodorsal fasciocutaneous flap in immediate conservative breast surgery reconstruction,10.1097/01.prs.0000209943.13682.42,"BACKGROUND: Although the lateral thoracodorsal fasciocutaneous flap is a well-studied procedure for late breast reconstruction following radical surgery, there are few previous reports regarding its indication, flap design, and clinical outcome following conservative breast surgery. METHODS: Thirty-four patients underwent immediate unilateral lateral thoracodorsal fasciocutaneous flap breast reconstructions. Mean time of follow-up was 23 months. The lateral thoracodorsal fasciocutaneous flap was indicated to reconstruct moderate lateral breast defects where there was not enough breast tissue to perform the reconstruction. Flap and donor-site complications were evaluated. Information on aesthetic results and patient satisfaction was collected. RESULTS: All tumors were located in lateral breast regions, and 64.7 percent measured 2 cm or less (T1). Flap complications occurred in four patients (11.8 percent), with partial flap necrosis in three (8.8 percent). Donor-site complications occurred in eight (23.5 percent), with seroma in five (14.7 percent) and wound dehiscence in three (8.8 percent). The cosmetic result was considered to be good or very good in 88.2 percent, and the majority of patients were either very satisfied or satisfied. Surgical intervention was necessary in two cases of wound dehiscence. Serial dorsal puncture in cases of seroma were performed with satisfactory results. CONCLUSIONS: The lateral thoracodorsal fasciocutaneous flap is a simple and reliable technique for conservative breast surgery reconstruction. Success depends on patient selection, coordinated planning with the oncologic surgeon, and careful intraoperative management.",eng,0
Journal Article,M. Munoz Fernandez; A. Calin Lorca; J. Blanco Rodriguez; B. Salas Salas; J. Araque Cancar; M. Lozano Barriuso; F. Calvo Manuel; S. Lizarraga; S. Luque; P. Rincon,2013.0,Intraoperative radiation therapy (IORT) for early stage breast cancer: An update of a contemporary institutional experience (2009-2012),", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed15&AN=71146839","Purpose. To evaluate feasibility, tolerability and cosmetic outcome of intraoperative radiation therapy (IORT) as an exclusive post-surgery treatment or anticipated boost of early stage breast cancer (BC). Patients and methods. From February 2009 to December 2012, 33 eligible patients were treated with breast-conserving surgery followed by IORT to the reconstructed tumor bed delivered using a linear accelerator. The doses were 21 or 10 Gy depends on results of sentinel lymph nodes biopsy. The clinical stages of patients were: 29 (87.9%) Stage I (cT1cN0) and 4 (12.1%) Stage IIA (cT2cN0). 25 (75.8%) presented invasive ductal BC and 4 (12.1%) invasive lobular BC. 32 (97%) patients were positive estrogen receptor status. Results. The median age was 66.15 (range 52-85) with an average follow up of 24 months (range 2-47). The pathologic stage were Stage I in 24 cases (72.7%) and 9 cases (27.3%) Stage II. Dose were 2100 cGy (63.6%) as exclusive treatment, Good GEC-ESTRO candidates 90.4%, and 1000 cGy (36.4%) as complementary treatment . Electron energies ranged from 6MeV to 12MeV, most frequently selected were 6 (72.7%). Applicator diameter used ranged from 5 to 6cm (5 cm, 90.9%). Beveled end of 0degree, 15degree, and 30degree were 27.3%, 33.3% and in 39.4%, respectively.We used metallic internal patient-shielding in all procedures. The time needed for a complete healing of the wound was less than 15 days in 78.8% of the cases. Cosmetics results according to NSABP/RTOG scale, were excellent in 4 (12.1%), good in 16 (48.5%) and fair in 6 (18.2%). We observed a liponecrosis in 7 patients (21.2%). As regards local control, there was no local relapse. The global survival was 97%. Conclusions. The IORT with electrons in selected patients, requiring transportation, is an attractive accelerated partial breast irradiation technique, secure, repeatable with limited complications and good cosmetic outcomes.",,0
Journal Article,J. J. Munro; M. Zaider; D. C. Medich,2010.0,Intensity modulated breast brachytherapy,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed12&AN=70150369","Purpose: We report on a system for intensity modulated breast brachytherapy intended for use with balloon applicators in cases where skin-to-balloon spacing is insufficient for current treatments. The system reduces skin dose and potential toxicity. Materials and Methods: Brachytherapy intensity modulation is accomplished using the radionuclide <sup>169</sup>Yb as the brachytherapy source. Because modulating photons from low-energy 169Yb would require relatively thin amounts of high Z material (such as gold), it is possible to achieve dose distributions which better conform to the patient anatomy. We theoretically quantified the effects of modulator thickness, modulator angular extent, modulator axial extent, balloon diameter and balloon-to- skin distance through a series of Monte Carlo simulations to determine applicator parameters that will improve dose distributions in these troubling clinical geometries. Using these Monte Carlo results as a guide, we applied this technique to two specific clinical conditions: with the balloon placed 7 mm from the skin surface, (the minimum recommended under the NSABP B-39/RTOG 0413 Phase III Protocol) and with the balloon placed at 4 mm from the skin surface which is well below the minimum recommended distance. The objective in both trials is to achieve tolerable skin dose while delivering the prescription dose to the treatment site. Radiochromic film measurements were made to confirm Monte Carlo results. Results: Dosimetric results are presented. The effects of modulator thickness, modulator angular extent, modulator axial extent, balloon diameter and balloon-to-skin distance are quantified. A 0.07 mm (70 mm) gold shield modulated the dose distribution sufficiently to locate the 100% isodose line at the skin surface located only 7 mm from the balloon surface. A 0.20 mm (200 mm) gold shield modulated the dose distribution sufficiently to locate the 100% isodose line at the skin surface located only 4 mm from the balloon surface. The experimental film measurements are in good agreement with the Monte Carlo simulation. Conclusions: These studies clearly show that the use of a modulating breast applicator in conjunction with a <sup>169</sup>Yb source can sufficiently modulate the intensity in cases where the skin separation is less than optimum. Such a modulating applicator can permit balloon brachytherapy to be performed in cases where the skin surface is closer to the treatment site than is currently recommended by NSABP B-39/RTOG 0413. Perhaps more importantly, such an applicator could be used to limit the dose to the skin in cases where the skin surface is within these acceptable limits (7-10 mm) in order to further reduce the probability of skin toxicity. This system permits balloon-based breast brachytherapy to better conform to patient anatomy, reduce potential toxicity by reducing skin dose, and permit application of this balloon technique to a greater number of patients now excluded due to suboptimal skin spacing.",,0
Journal Article,A. Munshi; I. Mallick; A. Budrukkar; R. Jalali; R. Badwe; K. A. Dinshaw; R. Sarin,2008.0,A novel method for CT-scan-based localization of the internal mammary chain by internal mammary catheterization: an aid in breast cancer radiation therapy planning,10.1259/bjr/87860821,"The purpose of the study was to evaluate the localization of the internal mammary lymph node chain (IMC) using CT scan data acquired after intraoperative placement of a catheter into the internal mammary vessel (IMV). CT data sets comprising 58 suitable patients with breast carcinoma undergoing placement of a catheter into the IMV during breast conservative surgery were evaluated for the study. CT was performed with a radio-opaque dummy wire placed into the IMC catheter. The following measurements were recorded in the second, third and the fourth intercostal spaces: anteroposterior distance from skin to the IMC catheter; transverse distance from mid-sternum to the IMC catheter; and anteroposterior distance from the skin to the heart. Finally, the IMC angle was determined. At the second intercostal space, the mean anteroposterior distance (range) was 29.0 mm (14.6-48.6 mm) and mean transverse distance was 26.1 mm (18.2-36.3 mm). The corresponding mean values for the third space were 32.5 mm (20.0-45.6 mm) and 24.1 mm (17.8-39.7 mm) and for the fourth intercostal space were 31.6 mm (21.1-45.6 mm) and 24.3 mm (15.6-34.3 mm), respectively. The mean skin to heart distance was 36.2 mm on the left side and 47.8 mm on the right side (p < 0.001). The mean IMC angle was 40.3 degrees (95% confidence interval: 25-55.6). There appears to be a wide variation in the depth and location of the IMC, as recorded by CT measurements of the catheter in the IMV, demonstrating the need for individual planning. The IMC nodal area is likely to be out of the tangential portals employed in conventional practice.",eng,0
Journal Article,D. Murawa; P. Nowaczyk; K. Polom; M. Litoborski; J. Malicki; A. Karczewska-Dzionk; P. Milecki; A. Roszak; P. Murawa,2012.0,Surgical conservation therapy in breast cancer combined with intraoperative radiotherapy - A new challenge for surgery,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed14&AN=70729650","Background: The popularity of intraoperative radiotherapy (IORT) in breast cancer conservation therapy is increasing. IORT may be used in surgical conservation therapy as a boost to the bed of the resected tumour and it is defined as 'the best gold standard'. The aim of the study was to present the author's own experience in the application of IORT as a boost to the bed in breast cancer conservation therapy. Material and Methodology: From May 2008 to March 2010 118 patients with breast cancer underwent conservation therapy with IORT applied to the tumour bed. On average the observation period was 22.81 months. Different aspects of surgical procedure were subjected to analysis as preparation for IORT (ROLL/SNOLL, sentinel node biopsy, tissue margins, resected tissue volume). The results of oncological treatment in the presented period were evaluated. The toxicity of the technique was evaluated by means of the LENT-SOMA scale and the cosmetic effect - by means of the Harris/Limbergen scale. Results: IORT requires modified surgical procedure during operation. Appropriate, wide dissection of tissues around the tumour and subsequent resection with intraoperative examination guarantee achieving correct margins. Thanks to the intraoperative examination in the analysed group as many as 40 patients (33.7%) had their margins radicalised. The evaluation of the volume of resected tissues did not reveal differences between palpable lesions and the non-palpable lesions where the SNOLL technique was applied. Thanks to the intraoperative sentinel node biopsy 16 patients avoided another surgery. No relapse of the neoplastic process was diagnosed during the period of observation subject to analysis. Late toxicity was specified as grade zero in 50 patients (42.4%). Due to the ambiguous and suspicious image in radiological examinations 6 patients (5.08%) underwent resection of the lesion or biopsy. Good or very good cosmetic effect was achieved in 80% of the patients. Conclusions: IORT as a boost is a technique ensuring very good results of treatment of patients with breast cancer both in terms of the oncological aspect and the cosmetic effect. The technique is characterised by a small number of complications. However, it requires certain modification of the surgical procedure during the operation and consideration of such accompanying techniques as ROLL/SNOLL, sentinel node biopsy and intraoperative examination..",,0
Journal Article,P. Murawa; D. Murawa; B. Adamczyk; K. Polom,2014.0,Breast cancer: Actual methods of treatment and future trends,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed16&AN=52973234","The recent ten to twenty years have seen a substantial progress in the diagnosis and treatment of breast cancer. A rapid development of various curative options has led to the improvement of treatment outcomes, while paying more and more attention to the aspects of quality of life and cosmetic effect. In our publication, we wish to outline certain trends in the development of modern treatment of breast cancer. Among topics discussed are new forms of molecular diagnostics, new approach to the idea of sentinel node biopsy, as well as new techniques for delivery of medical procedures, the increasing use of nomograms, progress in the techniques of breast conservative treatment, modern approach to occult breast lesions, the increasing use of neoadjuvant treatment and intraoperative radiotherapy. © 2013 Greater Poland Cancer Centre.",,0
