Author,Year,Title,Key words,Decision,Record number,Language,Abstract
"T.S. Wadasadawala, S. Parmar, V. Verma, S. Gaikar, M. Kannan, S. Mondal, M. Pathak, R. Jain, U. Sarin, R.",2019,"Comparison of subjective, objective and patient-reported cosmetic outcomes between accelerated partial breast irradiation and whole breast radiotherapy: a prospective propensity score-matched pair analysis",Apbi Brachytherapy Cosmesis Late toxicity,0,184,eng,"BACKGROUND: To compare the early cosmetic outcomes after whole breast radiotherapy (WBRT) and accelerated partial breast irradiation (APBI) by various cosmetic assessment methods. MATERIALS/METHODS: APBI was delivered using multiplane interstitial brachytherapy as per standard guidelines. Majority of women in WBRT cohort received hypo-fractionated external beam radiotherapy using bitangential portals and mega-voltage photons along with sequential boost to the tumor bed. Single cross-sectional assessment (18-36 months post-treatment completion) of the breast cosmesis was done by RO, SO and the patient using the modified Harvard scale and by photographic assessment using the BCCT.core software. The two cohorts were propensity score-matched using menopausal status, size of surgical cavity, size of tumor in greatest dimension, median number of lymph nodes dissected, treatment with adjuvant chemotherapy and treatment with hormonal therapy. RESULTS: A total of 64 APBI patients were matched with 99 WBRT patients of the entire cohort of 320. At a median follow-up of 25 months, cosmetic results were significantly better for APBI as compared to WBRT cohort by all methods of evaluation (excellent/good: RO:75% vs 38.4%, p = 0.0001; SO: 54.7% vs 37.4%, p = 0.009; patient: 87.5% vs 58.6%, p = 0.001 and BCCT: 73.4% vs 51.6%, p = 0.001). Individual parameters that were significantly better in APBI cohort included size and shape of breast as well as location and shape of NAC. Better results for individual BCCT parameters (pLBC, pBRE, pBAD) were also seen. CONCLUSIONS: Overall cosmetic outcomes as well as individual subdomains are significantly better with APBI as compared to WBRT by all methods of assessment of cosmesis when matched for various factors."
"T.V. Wadasadawala, B. Sarin, R. Upreti, R. R. Paul, S. Phurailatpam, R.",2015,Use of tomotherapy in treatment of synchronous bilateral breast cancer: dosimetric comparison study,"Breast Neoplasms/pathology/*radiotherapy/surgery Combined Modality Therapy Female Humans Neoplasms, Multiple Primary/pathology/*radiotherapy Organs at Risk Pilot Projects Radiotherapy Dosage Radiotherapy Planning, Computer-Assisted Radiotherapy, Intensity-Modulated/*methods Treatment Outcome",0,185,eng,"OBJECTIVE: Synchronous malignancy in both breasts is a rare incidence. The present study aims at dosimetric comparison of conventional bitangential radiotherapy (RT) technique with conventional [field-in-field (FIF)] and rotational [Helical TomoTherapy((R)) and TomoDirect (TD); Accuray Inc., Sunnyvale, CA] intensity-modulated RT for patients with synchronous bilateral breast cancer (SBBC). METHODS: CT data sets of 10 patients with SBBC were selected for the present study. RT was planned for all patients on both sides to whole breast and/or chest wall using the above-mentioned techniques. Six females with breast conservation on at least one side also had a composite plan along with tumour bed (TB) boost using sequential electrons for bitangential and FIF techniques or sequential helical tomotherapy (HT) boost (for TD) or simultaneous integrated boost (SIB) for HT. RESULTS: All techniques produced acceptable target coverage. The hotspot was significantly lower with FIF technique and HT but higher with TD. For the organs at risk doses, HT resulted in significant reduction of the higher dose volumes. Similarly, TD resulted in significant reduction of the mean dose to the heart and total lung by reducing the lower dose volumes. All techniques of delivering boost to the TB were comparable in terms of target coverage. HT-SIB markedly reduced mean doses to the total lung and heart by specifically lowering the higher dose volumes. CONCLUSION: This study demonstrates the cardiac and pulmonary sparing ability of tomotherapy in the setting of SBBC. ADVANCES IN KNOWLEDGE: This is the first study demonstrating feasibility of treatment of SBBC using tomotherapy."
"E. H.M. Wang, S. S. Soulos, P. R. Smith, B. D. Haffty, B. G. Gross, C. P. Yu, J. B.",2015,Adoption of intensity modulated radiation therapy for early-stage breast cancer from 2004 through 2011,"Aged Breast Neoplasms/*economics/epidemiology/*radiotherapy Female Health Care Costs/*statistics & numerical data/trends Health Care Rationing/*economics/trends Humans Middle Aged Practice Patterns, Physicians'/*economics/statistics & numerical data/trends Prevalence Radiotherapy, Intensity-Modulated/*economics/*statistics & numerical data/trends Retrospective Studies United States/epidemiology Utilization Review Young Adult",0,186,eng,"PURPOSE: Intensity modulated radiation therapy (IMRT) is a newer method of radiation therapy (RT) that has been increasingly adopted as an adjuvant treatment after breast-conserving surgery (BCS). IMRT may result in improved cosmesis compared to standard RT, although at greater expense. To investigate the adoption of IMRT, we examined trends and factors associated with IMRT in women under the age of 65 with early stage breast cancer. METHODS AND MATERIALS: We performed a retrospective study of early stage breast cancer patients treated with BCS followed by whole-breast irradiation (WBI) who were </=65 years old in the National Cancer Data Base from 2004 to 2011. We used logistic regression to identify factors associated with receipt of IMRT (vs standard RT). RESULTS: We identified 11,089 women with early breast cancer (9.6%) who were treated with IMRT and 104,448 (90.4%) who were treated with standard RT, after BCS. The proportion of WBI patients receiving IMRT increased yearly from 2004 to 2009, with 5.3% of WBI patients receiving IMRT in 2004 and 11.6% receiving IMRT in 2009. Further use of IMRT declined afterward, with the proportion remaining steady at 11.0% and 10.7% in 2010 and 2011, respectively. Patients treated in nonacademic community centers were more likely to receive IMRT (odds ratio [OR], 1.36; 95% confidence interval [CI], 1.30-1.43 for nonacademic vs academic center). Compared to privately insured patients, the uninsured patients (OR, 0.81; 95% CI, 0.70-0.95) and those with Medicaid insurance (OR, 0.87; 95% CI, 0.79-0.95) were less likely to receive IMRT. CONCLUSIONS: The use of IMRT rose from 2004 to 2009 and then stabilized. Important nonclinical factors associated with IMRT use included facility type and insurance status."
"J.H. Wang, W. Yang, Z. Chen, X. Wu, Z. Yu, X. Guo, X. Lu, S. Li, K. Yu, G.",2017,Is it possible for knowledge-based planning to improve intensity modulated radiation therapy plan quality for planners with different planning experiences in left-sided breast cancer patients?,"Female Humans *Knowledge Bases Organs at Risk/*radiation effects Prognosis Radiotherapy Dosage Radiotherapy Planning, Computer-Assisted/*methods Radiotherapy, Intensity-Modulated/*methods/*standards Unilateral Breast Neoplasms/*radiotherapy Breast cancer Intensity modulated radiation therapy Knowledge-based planning Simultaneously integrated boost",0,187,eng,"BACKGROUND: Knowledge-based planning (KBP) is a promising technique that can improve plan quality and increase planning efficiency. However, no attempts have been made to extend the domain of KBP for planners with different planning experiences so far. The purpose of this study was to quantify the potential gains for planners with different planning experiences after implementing KBP in intensity modulated radiation therapy (IMRT) plans for left-sided breast cancer patients. METHODS: The model libraries were populated with 80 expert clinical plans from treated patients who previously received left-sided breast-conserving surgery and IMRT with simultaneously integrated boost. The libraries were created on the RapidPlan(TM). 6 planners with different planning experiences (2 beginner planners, 2 junior planners and 2 senior planners) generated manual and KBP optimized plans for additional 10 patients, similar to those included in the model libraries. The plan qualities were compared between manual and KBP plans. RESULTS: All plans were capable of achieving the prescription requirement. There were almost no statistically significant differences in terms of the planning target volume (PTV) coverage and dose conformality. It was demonstrated that the doses for most of organs-at-risk (OARs) were on average lower or equal in KBP plans compared to manual plans except for the senior planners, where the very small differences were not statistically significant. KBP data showed a systematic trend to have superior dose sparing at most parameters for the heart and ipsilateral lung. The observed decrease in the doses to these OARs could be achieved, particularly for the beginner and junior planners. Many differences were statistically significant. CONCLUSIONS: It is feasible to generate acceptable IMRT plans after implementing KBP for left-sided breast cancer. KBP helps to effectively improve the quality of IMRT plans against the benchmark of manual plans for less experienced planners without any manual intervention. KBP showed promise for homogenizing the plan quality by transferring planning expertise from more experienced to less experienced planners."
"W.B. L. Wang, J. Hu, H. G. Sun, T. Xu, M. Fan, T. Y. Shao, Q.",2013,Evaluation of dosimetric variance in whole breast forward-planned intensity-modulated radiotherapy based on 4DCT and 3DCT,"Algorithms Breast Neoplasms/*radiotherapy/*surgery Computer Simulation Female Four-Dimensional Computed Tomography/*methods Heart/radiation effects Humans Lung/radiation effects Radiometry/*methods Radiotherapy Dosage Radiotherapy Planning, Computer-Assisted/methods Radiotherapy, Intensity-Modulated/*methods Respiration breast neoplasms dosimetric parameters four-dimensional computed tomography intensity-modulated radiotherapy",0,188,eng,"This study was performed to explore and compare the dosimetric variance caused by respiratory movement in the breast during forward-planned IMRT after breast-conserving surgery. A total of 17 enrolled patients underwent the 3DCT simulation scans followed by 4DCT simulation scans during free breathing. The treatment planning constructed using the 3DCT images was copied and applied to the end expiration (EE) and end inspiration (EI) scans and the dose distributions were calculated separately. CTV volume variance amplitude was very small (11.93 +/- 28.64 cm(3)), and the percentage change of CTV volumes receiving 50 Gy and 55 Gy between different scans were all less than 0.8%. There was no statistically significant difference between EI and EE scans (Z =-0.26, P = 0.795). However, significant differences were found when comparing the Dmean at 3DCT planning with the EI and EE planning (P = 0.010 and 0.019, respectively). The homogeneity index at EI, EE and 3D plannings were 0.139, 0.141 and 0.127, respectively, and significant differences existed between 3D and EI, and between 3D and EE (P = 0.001 and 0.006, respectively). The conformal index (CI) increased significantly in 3D treatment planning (0.74 +/- 0.07) compared with the EI and EE phase plannings (P = 0.005 and 0.005, respectively). The V30, V40, V50 and Dmean of the ipsilateral lung for EE phase planning were significantly lower than for EI (P = 0.001-0.042). There were no significant differences in all the DVH parameters for the heart among these plannings (P = 0.128-0.866). The breast deformation during respiration can be disregarded in whole breast IMRT. 3D treatment planning is sufficient for whole breast forward-planned IMRT on the basis of our DVH analysis, but 4D treatment planning, breath-hold, or respiratory gate may ensure precise delivery of radiation dose."
"W.L. Wang, J. B. Hu, H. G. Liu, T. H. Xu, M. Fan, T. Y. Shao, Q.",2012,Evaluation of dosimetric variance in forward intensity modulated radiotherapy of the breast based on 4D CT and 3D CT during free breathing,"Adenocarcinoma, Mucinous/diagnostic imaging/radiotherapy/surgery Adult Breast Neoplasms/diagnostic imaging/*radiotherapy/surgery Carcinoma, Ductal, Breast/diagnostic imaging/*radiotherapy/surgery Dose Fractionation, Radiation Female Four-Dimensional Computed Tomography/*methods Humans Imaging, Three-Dimensional/*methods Mastectomy, Segmental Middle Aged Organs at Risk Radiotherapy Dosage *Radiotherapy, Intensity-Modulated Respiration",0,189,chi,"OBJECTIVE: To explore the dosimetric variance in forward intensity modulated radiotherapy (IMRT) based on 4D CT and 3D CT after breast conserving surgery. METHODS: Seventeen patients after breast conserving surgery underwent 3D CT simulation scans followed by respiration-synchronized 4D CT simulation scans at free breathing state. The treatment plan constructed using the end inspiration (EI) scan was then copied and applied to the end expiration (EE), and 3D scans and dose distribution were calculated separately. Dose-volume histograms (DVHs) parameters for the CTV, PTV, ipsilateral lung and heart were evaluated and compared. RESULTS: The CTV volume difference was biggest between T0 and 3D CT, and the volume difference was 4.10 cm(3). Mean dose of PTV at EE was lower than that at EI (P = 0.019), but there were no statistically significant difference between 3D and EI, EE (all P > 0.05). The homogeneity index (HI) at EI, EE, 3D plans were 0.149, 0.159 and 0.164, respectively, and a significant difference was only between EI and EE (P = 0.039). The highest conformal index (CI) was at EI phase (P < 0.05), and there was no significant difference between EE and 3D (P = 0.758). The V(40) and V(50) of ipsilateral lung at EE phase were lower than that at EI (P < 0.05). There were no significant differences in all the indexes for heart (P > 0.05). CONCLUSIONS: The breast deformation during respiration may be disregarded in whole breast IMRT. PTV dose distribution is significantly changed between EI and EE phases, and the differentiation of the lung high dose area between EI and EE phases may be induced by thorax expansion. 3D treatment planning is sufficient for whole breast forward IMRT, but 4D CT scans assisted by respiratory gating ensures more precise delivery of radiation dose."
"W.L. Wang, J. B. Xu, M. Shao, Q. Fan, T. Y. Zhang, Y. J. Xing, J. Hu, H. G.",2016,Cone beam CT-derived adaptive radiotherapy for setup error assessment and correction in whole breast intensity modulated radiotherapy,"Breast Neoplasms/*radiotherapy/surgery *Cone-Beam Computed Tomography Female Humans Mastectomy, Segmental Movement Postoperative Care *Radiotherapy Setup Errors Radiotherapy, Intensity-Modulated/*methods Time Factors",0,190,chi,"OBJECTIVE: To quantify the setup error (SE) in breast cancer patients treated with intensity modulated radiotherapy (IMRT) based on cone beam CT (CBCT), and to explore the feasibility of using several CBCT scans to presume and correct SE in the treatment for breast cancer patients. METHODS: Eighteen breast cancer patients after breast conserving surgery who underwent whole breast IMRT were included in this study. Three dimensional interfraction motion before and after on-line CBCT-based corrections were quantified. The on-line CBCT-based corrections were performed using automated greyscale match. The system SE (Sigma) and random error (sigma) were calculated for each patient based on the consecutive multiple online scanning based on CBCT (>/=5). The trends in magnitudes of Sigma and sigmawere assessed during the treatment. RESULTS: The magnitude variation of Sigma was less than 1 mm before and after on-line CBCT-based corrections. As the CBCT scanning times increase (before 10 times), the Sigma in anteroposterior (AP) direction was increased significantly, and sigmain three dimensional directions was also increased after 7 times of CBCT scanning. After on-line CBCT-based corrections, the Sigma showed a steady trend by variation near zero for the first 20 times irradiation; but after 20 times, the Sigma in AP and superoinferior (SI) directions was increased slightly (less than 0.5 mm), and sigmadecreased in three-dimensional directions. There were no significant differences for Sigma, sigmaand setup margin (SM) before and after on-line CBCT-based corrections in all three directions (P>0.05). CONCLUSIONS: For breast cancer patients who underwent IMRT after breast conserving surgery, the setup error is relatively stable during the whole irradiation. The first 5 CBCT scans are suitable to presume and correct SE, and also can be used as the right time for adaptive radiotherapy planning revision."
"W.M. Wang, Y. T. Song, Y. F. Sun, T. Xu, M. Shao, Q. Zhang, Y. J. Li, J. B.",2018,Comparation study of incidental irradiation dose to the internal mammary chain during postmastectomy radiotherapy for patients treated with different irradiation techniques,"Breast Neoplasms/diagnostic imaging/*radiotherapy/surgery Heart/radiation effects Humans Lung/radiation effects Lymph Nodes/*radiation effects Mastectomy Organs at Risk/radiation effects Radiation Dosage Radiotherapy Planning, Computer-Assisted Radiotherapy, Conformal Radiotherapy, Intensity-Modulated Retrospective Studies Thoracic Wall Breast neoplasm Field-in-field forward intensity-modulated radiotherapy Field-in-field inverse intensity-modulated radiotherapy Incidental irradiation dose Internal mammary Radiotherapy Three-dimensional conformal radiotherapy",0,191,chi,"Objective: To evaluated the unplanned coverage dose to the internal mammary chain (IMC) in patient treated with postmastectomy radiotherapy (PMRT). Methods: One hundred and thirty eight patients with breast cancer receiving radiotherapy (RT) in our hospital were retrospectively analyzed. Patients were divided into three groups: three-dimensional conformal radiotherapy (3D-CRT) group, forward intensity-modulated radiotherapy (F-IMRT) group and inverse IMRT (I-IMRT) group. The IMC were contoured according to Radiation Therapy Oncology Group (RTOG) consensus, and were not include into the planning target volume (PTV). The incidental irradiation dose to IMC among the three groups and the first three intercostal spaces IMC (ICS-IMC 1-3) were all compared, and explored the relationship between the mean doses (Dmean) of IMC and the OARs (ipsilateral lung and heart). Results: The dose delivered to IMC showed no difference in CRT, F-IMRT and I-IMRT(33.80 Gy, 29.65 Gy and 32.95 Gy). And 10.42%, 2.04%, and 9.76% patients achieved >/=45 Gy when treated with CRT, F-IMRT and I-IMRT. For the IMC dose in the first three intercostal spaces (ICS1-3), there was no difference to the three treatment plannings. The Dmean, V(20), V(30), V(40) and V(50) of the ICS-IMC2 and ICS-IMC3 were all obviously superior than ICS-IMC1 for all these three plannings. Moderate positive correlation was founded between Dmean for IMC and Dmean for heart for left breast cancer patients underwent CRT (r=0.338, P=0.01). Whereas for F-IMRT and I-IMRT groups, positive correlation were founded between Dmean for IMC and Dmean and V(20) for ipsilateral lung for all patients (F-IMRT: r=0.366, P=0.010; r=0.318, P=0.026; I-IMRT: r=0.427, P=0.005; r=0.411, P=0.008). Conclusions: In 3D-CRT, F-IMRT and I-IMRT planning methods, partial patients get IMC irradiated doses that could achieve therapeutic doses. Compared with 3D-CRT, F-IMRT and I-IMRT further reduced the dose of irradiated organs. However, there is no difference in the dose coverage of IMC for the three planned approaches when the IMC made an unplanned target."
"X.A. Wang, R. A. Zhang, X. Taddei, P. J. Woodward, W. A. Hoffman, K. E. Yu, T. K. Tereffe, W. Oh, J. Perkins, G. H. Salehpour, M. Zhang, S. X. Sun, T. L. Gillin, M. Buchholz, T. A. Strom, E. A.",2011,External-beam accelerated partial breast irradiation using multiple proton beam configurations,"Breast/pathology/*radiation effects Breast Neoplasms/diagnostic imaging/pathology/*radiotherapy Female Heart/radiation effects Humans Lung/radiation effects Monte Carlo Method Movement Photons/therapeutic use *Proton Therapy Radiography Radiotherapy Dosage Radiotherapy Planning, Computer-Assisted/methods Radiotherapy, Conformal/*methods Respiration Scattering, Radiation Skin/radiation effects Tumor Burden",0,192,eng,"PURPOSE: To explore multiple proton beam configurations for optimizing dosimetry and minimizing uncertainties for accelerated partial breast irradiation (APBI) and to compare the dosimetry of proton with that of photon radiotherapy for treatment of the same clinical volumes. METHODS AND MATERIALS: Proton treatment plans were created for 11 sequential patients treated with three-dimensional radiotherapy (3DCRT) photon APBI using passive scattering proton beams (PSPB) and were compared with clinically treated 3DCRT photon plans. Monte Carlo calculations were used to verify the accuracy of the proton dose calculation from the treatment planning system. The impact of range, motion, and setup uncertainty was evaluated with tangential vs. en face beams. RESULTS: Compared with 3DCRT photons, the absolute reduction of the mean of V100 (the volume receiving 100% of prescription dose), V90, V75, V50, and V20 for normal breast using protons are 3.4%, 8.6%, 11.8%, 17.9%, and 23.6%, respectively. For breast skin, with the similar V90 as 3DCRT photons, the proton plan significantly reduced V75, V50, V30, and V10. The proton plan also significantly reduced the dose to the lung and heart. Dose distributions from Monte Carlo simulations demonstrated minimal deviation from the treatment planning system. The tangential beam configuration showed significantly less dose fluctuation in the chest wall region but was more vulnerable to respiratory motion than that for the en face beams. Worst-case analysis demonstrated the robustness of designed proton beams with range and patient setup uncertainties. CONCLUSIONS: APBI using multiple proton beams spares significantly more normal tissue, including nontarget breast and breast skin, than 3DCRT using photons. It is robust, considering the range and patient setup uncertainties."
"X.Z. Wang, X. Li, X. Amos, R. A. Shaitelman, S. F. Hoffman, K. Howell, R. Salehpour, M. Zhang, S. X. Sun, T. L. Smith, B. Tereffe, W. Perkins, G. H. Buchholz, T. A. Strom, E. A. Woodward, W. A.",2013,Accelerated partial-breast irradiation using intensity-modulated proton radiotherapy: do uncertainties outweigh potential benefits?,"Breast Neoplasms/*radiotherapy Female Humans Photons/therapeutic use Proton Therapy Radiotherapy Dosage Radiotherapy Planning, Computer-Assisted Radiotherapy, Conformal/*methods *Radiotherapy, Intensity-Modulated",0,193,eng,"OBJECTIVE: Passive scattering proton beam (PSPB) radiotherapy for accelerated partial-breast irradiation (APBI) provides superior dosimetry for APBI three-dimensional conformal photon radiotherapy (3DCRT). Here we examine the potential incremental benefit of intensity-modulated proton radiotherapy (IMPT) for APBI and compare its dosimetry with PSPB and 3DCRT. METHODS: Two theoretical IMPT plans, TANGENT_PAIR and TANGENT_ENFACE, were created for 11 patients previously treated with 3DCRT APBI and were compared with PSPB and 3DCRT plans for the same CT data sets. The impact of range, motion and set-up uncertainties as well as scanned spot mismatching between fields of IMPT plans was evaluated. RESULTS: IMPT plans for APBI were significantly better regarding breast skin sparing (p<0.005) and other normal tissue sparing than 3DCRT plans (p<0.01) with comparable target coverage (p=ns). IMPT plans were statistically better than PSPB plans regarding breast skin (p<0.002) and non-target breast (p<0.007) in higher dose regions but worse or comparable in lower dose regions. IMPT plans using TANGENT_ENFACE were superior to that using TANGENT_PAIR in terms of target coverage (p<0.003) and normal tissue sparing (p<0.05) in low-dose regions. IMPT uncertainties were demonstrated for multiple causes. Qualitative comparison of dose-volume histogram confidence intervals for IMPT suggests that numeric gains may be offset by IMPT uncertainties. CONCLUSION: Using current clinical dosimetry, PSPB provides excellent dosimetry compared with 3DCRT with fewer uncertainties compared with IMPT. ADVANCES IN KNOWLEDGE: As currently delivered in the clinic, PSPB planning for APBI provides as good or better dosimetry than IMPT with less uncertainty."
"D. W.Y. Weed, D. Martinez, A. A. Vicini, F. A. Wilkinson, T. J. Wong, J.",2004,The validity of surgical clips as a radiographic surrogate for the lumpectomy cavity in image-guided accelerated partial breast irradiation,"Breast Neoplasms/*diagnostic imaging/radiotherapy/*surgery Combined Modality Therapy Female Humans *Mastectomy, Segmental *Surgical Instruments Tomography, X-Ray Computed",0,195,eng,"PURPOSE: We hypothesize that surgical clips placed in the biopsy cavity during lumpectomy can be used as radiographic markers to facilitate image-guided external beam accelerated partial breast irradiation. METHODS AND MATERIALS: We evaluated 28 patients with surgically placed clips in the lumpectomy cavity and two CT scans on different days. To establish whether the clips remain predictive of the lumpectomy cavity throughout therapy, we analyzed the motion of both cavities with repeat volumetric CT scans. The three-dimensional (3D) locations of each lumpectomy cavity and the associated clips were defined as individual regions of interest (ROIs). A single point of interest (POI) was defined for each ROI. The calculated movements of the lumpectomy cavity POIs between different scans were compared to those of the clip POIs. The second CT data set was then moved in accordance to the calculated clip POI's movement. The volume of the (second) lumpectomy cavity associated with the second scan outside of the (first) cavity of the first scan was measured. In addition, the required amount of a radial margin expansion around the first lumpectomy cavity to ensure coverage of the second lumpectomy cavity both before and after moving the second lumpectomy according to the clip POI movement was calculated. RESULTS: The two CT scans were obtained on average 27 days apart, and the mean lumpectomy size decreased from 35 to 16 cc. The clip and lumpectomy cavity POIs moved a mean of 3 mm along the three principal Cartesian axes. In moving the second lumpectomy cavity according to the clip POI displacement from its original position, the volume of the second lumpectomy cavity outside of the volume of the first decreased from 2.6 cc to 1.0 cc after correction, and the required radial margin on the first lumpectomy cavity to include the second lumpectomy cavity decreased from 5.5 mm vs. 3.8 mm. CONCLUSION: The surgically placed clips after lumpectomy are strong radiographic surrogates for the biopsy cavity. If the clips were used to guide accelerated partial breast irradiation, a planning target volume margin of the order of 5 mm could be used, significantly smaller than the 10-mm margin currently employed."
"B.H. Wen, H. FormentiUjlaki, G. F. Lymberis, S. Magnolfi, C. Zhao, X. Chang, J. DeWyngaert, J. K. Jozsef, G. Formenti, S. C.",2012,Prone accelerated partial breast irradiation after breast-conserving surgery: compliance to the dosimetry requirements of RTOG-0413,"Breast/radiation effects Breast Neoplasms/*radiotherapy/surgery Dose Fractionation, Radiation Female Heart/radiation effects Humans Lung/radiation effects Mastectomy, Segmental Movement Organs at Risk/*radiation effects Patient Positioning/*methods Prone Position Prospective Studies Radiotherapy, Adjuvant/methods Radiotherapy, Conformal/*methods Respiration Thyroid Gland/radiation effects Tumor Burden",0,196,eng,"PURPOSE: The dosimetric results from our institution's trials of prone accelerated partial breast irradiation are compared with the dosimetric requirements of RTOG-0413. METHODS AND MATERIALS: Trial 1 and Trial 2 are 2 consecutive trials of prone-accelerated partial breast irradiation. Eligible for both trials were stage I breast cancer patients with negative margins after breast-conserving surgery. The planning target tumor volume (PTV) was created by extending the surgical cavity 2.0 cm for Trial 1 and 1.5 cm for Trial 2, respectively. Contralateral breast, heart, lungs, and thyroid were contoured. Thirty Gray was delivered in five daily fractions of 6 Gy by a three-dimensional conformal radiation therapy technique in Trial 1 and were by image-guided radiation therapy/intensity-modulated radiation therapy in Trial 2. Dosimetric results from the trials are reported and compared with RTOG 0413 requirements. RESULTS: One hundred forty-six consecutive plans were analyzed: 67 left and 79 right breast cancers. The plans from the trials complied with the required>90% of prescribed dose covering 90% of PTV_EVAL (=generated from the PTV by cropping 0.5 cm from the skin edge and excluding the chest wall): V90% was 98.1+/-3.0% (with V100% and V95%, 89.4+/-12.8%, 96.4+/-5.1%, respectively). No significant difference between laterality was found (Student's t test). The dose constraints criteria of the RTOG-0413 protocol for ipsilateral and contralateral lung (V30<15% and Dmax<3%), heart (V5<40%), and thyroid (Dmax<3%) were satisfied because the plans showed an average V5% of 0.6% (range, 0-13.4) for heart, an average V30% of 0.6% (range, 0-9.1%) for ipsilateral lung, and <2% maximum dose to the thyroid. However, our partial breast irradiation plans demonstrated a higher dose to contralateral breast than that defined by RTOG constraints, with a median value of maximum doses of 4.1% (1.2 Gy), possibly as a result of contouring differences. CONCLUSIONS: Our technique for prone accelerated partial breast irradiation generally satisfied RTOG-0413 requirements."
"A. G.G. Wernicke, Y. Trichter, S. Sabbas, A. Gaan, J. Swistel, A. J. Magro, C. M.",2011,Morphea as a consequence of accelerated partial breast irradiation,"Aged Brachytherapy/*adverse effects Breast Neoplasms/complications/*radiotherapy Carcinoma, Ductal, Breast/complications/*radiotherapy Female Humans Radiation Injuries/drug therapy/*etiology Scleroderma, Localized/drug therapy/*etiology Treatment Outcome",0,198,eng,"Morphea is a localized form of scleroderma usually unaccompanied by the typical systemic stigmata that characterize progressive systemic scleroderma. It rarely manifests at the site of whole breast external-beam radiation therapy. We present an unusual case of radiation-induced morphea (RIM) that occurred after accelerated partial breast irradiation (APBI) using intracavitary Contura brachytherapy. A 65-year-old white woman was treated for stage IIA invasive ductal carcinoma of the left breast with APBI to a dose of 34 Gy in 3.4-Gy fractions twice daily over the course 5 days with intracavitary brachytherapy. At 1.5 years after completion of APBI, the patient developed an area of tenderness, erythema, and induration at the site of irradiation. A skin biopsy was consistent with morphea. To our knowledge, this is the first case of RIM confined to the area of APBI."
"T. J.K. Whelan, D. H. Sussman, J.",2008,Clinical experience using hypofractionated radiation schedules in breast cancer,"Breast Neoplasms/*radiotherapy *Dose Fractionation, Radiation Female Humans Models, Biological Randomized Controlled Trials as Topic",0,199,eng,"Hypofractionation is attractive for whole- or partial-breast irradiation because it permits treatment to be given with fewer fractions in a shorter period of time and at less cost. A number of cohort studies suggest that hypofractionation may be given to the whole breast safely and with good local control. Recent randomized trials have confirmed that hypofractioned whole-breast irradiation is equivalent to more conventional whole-breast irradiation with respect to local recurrence and cosmetic outcome. Recently, there has been a renewed interest in hypofractionation for the delivery of partial-breast irradiation using a number of techniques including high-dose rate brachytherapy, 3-dimensional conformal radiation using external-beam techniques, and intraoperative therapy. Early cohort studies report good local control and acceptable morbidity. Randomized trials are now underway to compare this approach to conventional whole-breast irradiation."
"E. A.C. White, J. Vallis, K. A. Sharpe, M. B. Lee, G. Blackburn, H. Nageeti, T. McGibney, C. Jaffray, D. A.",2007,Cone beam computed tomography guidance for setup of patients receiving accelerated partial breast irradiation,"Breast Neoplasms/*diagnostic imaging/*radiotherapy/surgery Carcinoma in Situ/diagnostic imaging/radiotherapy/surgery Carcinoma, Ductal, Breast/diagnostic imaging/radiotherapy/surgery Feasibility Studies Female Humans Observer Variation Radiotherapy Dosage Radiotherapy Planning, Computer-Assisted/*methods Tomography, X-Ray Computed/*methods",0,200,eng,"PURPOSE: To evaluate the role of cone-beam CT (CBCT) guidance for setup error reduction and soft tissue visualization in accelerated partial breast irradiation (APBI). METHODS AND MATERIALS: Twenty patients were recruited for the delivery of radiotherapy to the postoperative cavity (3850 cGy in 10 fractions over 5 days) using an APBI technique. Cone-beam CT data sets were acquired after an initial skin-mark setup and before treatment delivery. These were registered online using the ipsilateral lung and external contours. Corrections were executed for translations exceeding 3 mm. The random and systematic errors associated with setup using skin-marks and setup using CBCT guidance were calculated and compared. RESULTS: A total of 315 CBCT data sets were analyzed. The systematic errors for the skin-mark setup were 2.7, 1.7, and 2.4 mm in the right-left, anterior-posterior, and superior-inferior directions, respectively. These were reduced to 0.8, 0.7, and 0.8 mm when CBCT guidance was used. The random errors were reduced from 2.4, 2.2, and 2.9 mm for skin-marks to 1.5, 1.5, and 1.6 mm for CBCT guidance in the right-left, anterior-posterior, and superior-inferior directions, respectively. CONCLUSION: A skin-mark setup for APBI patients is sufficient for current planning target volume margins for the population of patients studied here. Online CBCT guidance minimizes the occurrence of large random deviations, which may have a greater impact for the accelerated fractionation schedule used in APBI. It is also likely to permit a reduction in planning target volume margins and provide skin-line visualization and dosimetric evaluation of cardiac and lung volumes."
